no_of_bedrooms,no_of_bathrooms,flat_area_in_sqft,lot_area_in_sqft,no_of_floors,waterfront_view,condition_of_the_house,overall_grade,area_of_the_house_from_basement_in_sqft,basement_area_in_sqft,age_of_house_in_years,zipcode,latitude,longitude,living_area_after_renovation_in_sqft,lot_area_after_renovation_in_sqft,does_basement_exist
4,2.5,2660.0,8887.0,1.0,no,good,8,1880.0,780,51,98166,47.43899999999999,-122.342,1910.0,9620,1
4,2.5,2660.0,12672.0,1.0,no,good,8,1740.0,920,58,98003,47.3334,-122.323,2280.0,12477,1
3,3.5,3680.0,11491.0,2.0,no,fair,10,3680.0,0,19,98007,47.5647,-122.128,3710.0,10030,0
3,1.75,1730.0,6900.0,1.0,no,good,7,1130.0,600,42,98031,47.3915,-122.188,1950.0,7200,1
2,2.25,1290.0,2436.0,2.0,no,fair,7,1290.0,0,34,98052,47.6803,-122.156,1360.0,3088,0
3,2.75,1310.0,7300.0,1.0,no,fair,7,1310.0,0,61,98008,47.6016,-122.123,1310.0,7030,0
3,2.25,1410.0,14110.0,1.0,no,fair,7,1170.0,240,31,98065,47.5336,-121.76,1560.0,18336,1
5,2.75,2880.0,8364.0,2.0,no,fair,9,2880.0,0,12,98059,47.4893,-122.147,3010.0,8296,0
3,2.5,1450.0,1053.0,2.0,no,fair,8,940.0,510,10,98107,47.6754,-122.374,1410.0,1080,1
2,1.0,820.0,8423.0,1.0,no,fair,6,820.0,0,61,98055,47.4741,-122.2,1960.0,9140,0
4,2.5,2750.0,7200.0,2.0,no,fair,8,2750.0,0,7,98019,47.7327,-121.966,2750.0,7200,0
3,1.0,1110.0,4800.0,1.5,no,fair,7,1110.0,0,72,98117,47.6857,-122.378,1510.0,4320,0
4,2.5,2120.0,7820.0,1.0,no,fair,8,1280.0,840,43,98052,47.6743,-122.145,2350.0,8605,1
3,3.0,1833.0,1706.0,3.0,no,fair,9,1833.0,0,20,98115,47.6827,-122.325,1466.0,1455,0
4,2.5,1850.0,6663.0,2.0,no,fair,7,1850.0,0,28,98030,47.3618,-122.195,1850.0,6417,0
4,2.5,2500.0,206474.0,1.0,no,fair,10,2500.0,0,21,98053,47.6778,-121.994,3680.0,208652,0
2,2.0,1930.0,5520.0,1.0,no,fair,8,1930.0,0,12,98053,47.7191,-122.022,1640.0,4533,0
3,2.5,2415.0,2186.0,2.0,no,fair,9,2415.0,0,37,98033,47.6506,-122.202,2660.0,2165,0
3,2.25,3530.0,17450.0,1.0,yes,fair,9,1840.0,1690,88,98040,47.5358,-122.213,3530.0,17310,1
3,1.0,1840.0,10178.0,1.0,no,fair,7,1040.0,800,58,98198,47.3979,-122.317,2040.0,10660,1
4,1.75,2640.0,8215.0,1.0,no,good,7,1500.0,1140,52,98008,47.5819,-122.125,2070.0,7875,1
3,1.5,1680.0,8712.0,1.0,no,fair,8,1680.0,0,54,98059,47.4811,-122.149,1850.0,8797,0
3,2.5,2590.0,7237.0,2.0,no,fair,8,2590.0,0,14,98125,47.7113,-122.309,1670.0,7648,0
2,1.0,1150.0,9186.0,1.0,no,fair,7,1150.0,0,72,98168,47.5081,-122.33,1390.0,10690,0
4,2.0,2450.0,5000.0,2.0,no,excellent,8,2200.0,250,99,98116,47.5619,-122.405,2360.0,6090,1
3,1.75,1360.0,16000.0,1.0,no,fair,7,1360.0,0,40,98155,47.7583,-122.306,1360.0,12939,0
3,1.75,1250.0,7710.0,1.0,no,good,7,1250.0,0,71,98155,47.7623,-122.317,1340.0,7710,0
2,2.0,1680.0,6194.0,1.0,no,fair,8,1680.0,0,14,98053,47.7136,-122.03,1900.0,5850,0
3,1.75,1230.0,7500.0,1.0,no,fair,7,1230.0,0,31,98034,47.7316,-122.224,1930.0,8747,0
3,2.0,1720.0,7704.0,1.0,no,good,7,1160.0,560,49,98011,47.7368,-122.195,1620.0,7600,1
2,1.75,1850.0,3060.0,1.0,no,fair,7,1060.0,790,89,98115,47.6821,-122.308,1850.0,4080,1
3,2.0,1230.0,3405.0,1.0,no,fair,7,1230.0,0,8,98058,47.438,-122.179,1440.0,4066,0
3,2.5,1320.0,1310.0,3.0,no,fair,8,1320.0,0,12,98107,47.6719,-122.38,1350.0,1250,0
3,2.5,1470.0,1445.0,2.0,no,fair,8,1160.0,310,13,98029,47.5468,-121.998,1470.0,1525,1
3,1.75,1930.0,213008.0,1.0,no,fair,7,1300.0,630,38,98053,47.6751,-121.993,2860.0,208652,1
3,1.0,2000.0,15900.0,1.0,no,fair,6,1000.0,1000,70,98178,47.4816,-122.233,1760.0,10500,1
3,1.5,1320.0,1250.0,3.0,no,fair,8,1320.0,0,10,98103,47.6536,-122.341,1560.0,1694,0
4,1.75,2600.0,41041.0,1.5,no,good,8,2600.0,0,53,98033,47.6634,-122.172,2750.0,37318,0
2,1.0,600.0,4000.0,1.0,no,fair,5,600.0,0,85,98146,47.5065,-122.339,1290.0,6973,0
3,1.75,1920.0,4000.0,1.0,no,fair,7,1070.0,850,68,98102,47.6392,-122.318,2280.0,4000,1
4,2.5,4120.0,14866.0,1.0,yes,fair,8,2070.0,2050,53,98006,47.5571,-122.193,3620.0,19729,1
2,2.25,1800.0,2748.0,2.0,no,good,9,1800.0,0,39,98008,47.6104,-122.113,1800.0,2755,0
4,2.25,4470.0,86225.0,2.0,no,fair,10,4470.0,0,27,98053,47.6377,-121.985,3850.0,97049,0
1,0.75,530.0,33278.0,1.0,no,good,4,530.0,0,68,98074,47.6412,-122.079,2830.0,14311,0
4,3.0,3620.0,403693.0,2.0,no,fair,9,3620.0,0,38,98022,47.2527,-121.98,2230.0,148811,0
4,2.25,2070.0,13084.0,1.0,no,good,8,1700.0,370,51,98040,47.5606,-122.222,2520.0,10180,1
4,2.75,1830.0,8384.0,1.0,no,fair,7,1320.0,510,39,98034,47.733,-122.22,2190.0,7695,1
4,2.5,2190.0,6300.0,1.0,no,fair,7,1240.0,950,58,98033,47.6918,-122.216,2730.0,14659,1
3,1.75,1820.0,22320.0,1.0,no,fair,7,1250.0,570,41,98053,47.6441,-121.96,2030.0,22320,1
1,1.0,590.0,833.0,1.0,no,good,7,590.0,0,92,98122,47.6082,-122.299,780.0,1617,0
3,1.5,1760.0,9600.0,1.0,no,good,7,1760.0,0,52,98031,47.4085,-122.195,1450.0,9600,0
4,2.25,2200.0,11250.0,1.5,no,excellent,7,1300.0,900,98,98033,47.6845,-122.201,2320.0,10814,1
3,2.0,1290.0,7952.0,1.0,no,fair,7,1290.0,0,20,98030,47.3867,-122.19,1670.0,7280,0
4,2.5,3830.0,11972.0,1.0,yes,fair,10,2370.0,1460,37,98155,47.7404,-122.284,3080.0,12297,1
3,2.5,1750.0,4797.0,2.0,no,good,7,1750.0,0,27,98033,47.6954,-122.199,1750.0,4293,0
1,1.0,1160.0,5000.0,2.0,no,fair,7,1160.0,0,18,98144,47.5883,-122.311,2060.0,5000,0
3,1.75,1830.0,4500.0,1.5,no,good,7,1830.0,0,109,98115,47.676,-122.308,1830.0,4080,0
3,1.5,860.0,3200.0,1.0,no,fair,6,860.0,0,89,98117,47.6791,-122.362,1220.0,4300,0
3,1.0,1000.0,8018.0,1.0,no,fair,7,1000.0,0,49,98034,47.7285,-122.198,1270.0,8000,0
3,2.25,1670.0,3135.0,2.0,no,fair,8,1220.0,450,16,98199,47.6478,-122.396,1630.0,1596,1
4,2.5,3670.0,49658.0,2.0,no,fair,10,3670.0,0,19,98074,47.6219,-122.015,3040.0,49658,0
2,2.25,1860.0,2670.0,2.0,no,good,8,1860.0,0,32,98006,47.5436,-122.187,1860.0,2531,0
3,1.5,1090.0,9600.0,1.0,no,good,7,1090.0,0,50,98042,47.3639,-122.109,1240.0,9620,0
2,1.0,930.0,4000.0,1.0,no,fair,6,730.0,200,75,98108,47.5321,-122.323,1100.0,5000,1
5,2.75,2770.0,7620.0,1.0,no,fair,7,1700.0,1070,53,98106,47.5188,-122.348,1720.0,7620,1
2,1.0,1020.0,6380.0,1.0,no,fair,7,1020.0,0,88,98115,47.6971,-122.317,1380.0,6380,0
3,2.0,1490.0,1286.0,3.0,no,fair,8,1490.0,0,4,98144,47.57,-122.288,1420.0,1230,0
3,1.75,1150.0,17585.0,1.0,no,fair,7,1150.0,0,54,98014,47.6503,-121.908,1200.0,7500,0
4,2.25,2240.0,45738.0,2.0,no,fair,7,2240.0,0,30,98053,47.687,-122.047,3180.0,45738,0
4,3.5,4270.0,12305.0,2.0,no,fair,10,4270.0,0,24,98006,47.5489,-122.118,4190.0,13137,0
4,2.25,2140.0,10943.0,1.0,no,fair,7,1550.0,590,41,98034,47.7271,-122.215,2350.0,9000,1
4,2.25,2070.0,7200.0,1.0,no,excellent,8,1390.0,680,41,98033,47.697,-122.169,2110.0,8400,1
3,2.5,2730.0,7372.0,2.0,no,fair,9,2730.0,0,20,98023,47.2831,-122.346,2710.0,8343,0
3,2.5,1910.0,66211.0,2.0,no,fair,7,1910.0,0,21,98024,47.5385,-121.911,2330.0,67268,0
5,4.5,4300.0,12250.0,2.0,no,fair,10,4300.0,0,14,98029,47.5557,-122.027,3950.0,12250,0
4,1.75,1740.0,9344.0,1.0,no,fair,7,1180.0,560,40,98023,47.3196,-122.399,1440.0,12884,1
4,3.5,3630.0,5670.0,2.0,no,fair,10,3630.0,0,48,98056,47.5189,-122.206,1620.0,5400,0
4,2.5,3430.0,7200.0,2.0,no,fair,9,3430.0,0,4,98033,47.6842,-122.196,1530.0,7800,0
2,1.0,1160.0,32251.0,1.0,no,fair,6,580.0,580,55,98010,47.3537,-121.939,1160.0,33656,1
5,3.25,3450.0,6360.0,2.0,no,excellent,9,1860.0,1590,113,98122,47.6133,-122.287,2310.0,5000,1
4,1.0,1420.0,6000.0,1.5,no,fair,7,1420.0,0,68,98115,47.6844,-122.302,1420.0,6180,0
3,1.0,2360.0,5012.0,1.0,no,fair,7,1560.0,800,54,98116,47.5705,-122.384,1690.0,4800,1
5,2.75,2980.0,4502.0,2.0,no,fair,9,2980.0,0,11,98028,47.7698,-122.235,2850.0,4501,0
4,1.75,2040.0,5000.0,2.0,no,good,9,2040.0,0,97,98102,47.6279,-122.315,3220.0,5600,0
4,4.25,5710.0,24663.0,2.0,no,fair,10,5710.0,0,11,98092,47.3065,-122.158,4060.0,23847,0
3,2.5,1600.0,5960.0,2.0,no,excellent,8,1600.0,0,108,98168,47.4758,-122.265,1410.0,13056,0
4,2.75,3430.0,15877.0,1.0,no,fair,10,3430.0,0,13,98065,47.5364,-121.856,4080.0,14577,0
3,2.25,2570.0,47480.0,1.0,no,fair,9,2570.0,0,39,98053,47.6854,-122.079,2570.0,106722,0
3,1.0,1710.0,19115.0,1.0,no,fair,6,1710.0,0,32,98014,47.65600000000001,-121.913,1650.0,15144,0
3,1.0,1380.0,7334.0,1.0,no,fair,7,980.0,400,37,98055,47.4339,-122.192,1910.0,7859,1
5,2.5,2100.0,14395.0,1.0,no,fair,7,1140.0,960,35,98155,47.7723,-122.317,1830.0,8700,1
3,1.0,1240.0,5400.0,1.0,no,good,7,1060.0,180,78,98133,47.7115,-122.355,1429.0,5400,1
3,2.0,1160.0,1174.0,2.0,no,fair,7,790.0,370,11,98106,47.5225,-122.357,1160.0,994,1
3,1.0,1030.0,6127.0,1.0,no,fair,7,880.0,150,71,98125,47.7192,-122.32,1610.0,6127,1
3,2.5,1670.0,3565.0,2.0,no,fair,7,1670.0,0,19,98072,47.7623,-122.161,1510.0,3770,0
2,1.0,950.0,5316.0,1.0,no,fair,7,950.0,0,70,98126,47.57,-122.38,1620.0,6085,0
3,2.5,1530.0,9406.0,1.0,no,fair,7,1270.0,260,25,98059,47.4852,-122.162,1700.0,7682,1
3,1.75,1670.0,6720.0,1.0,no,fair,7,1140.0,530,38,98034,47.7198,-122.193,1670.0,7320,1
3,1.0,1150.0,6480.0,1.5,no,good,5,1150.0,0,72,98001,47.2642,-122.258,1100.0,7300,0
3,1.75,1460.0,8372.0,1.0,no,good,7,1460.0,0,37,98042,47.3683,-122.087,1220.0,7803,0
5,3.25,3940.0,9780.0,2.0,no,fair,9,3940.0,0,11,98065,47.5435,-121.888,3550.0,8468,0
3,2.5,2320.0,7609.0,2.0,no,fair,8,2320.0,0,15,98027,47.5391,-122.069,2590.0,4000,0
3,3.0,4380.0,6320.0,2.0,no,excellent,10,3580.0,800,66,98199,47.6452,-122.411,3080.0,7680,1
3,1.75,1400.0,13775.0,1.0,no,fair,8,1400.0,0,55,98028,47.7413,-122.259,2200.0,10450,0
3,1.0,1470.0,7350.0,1.0,no,fair,7,1470.0,0,49,98032,47.3616,-122.286,1720.0,8050,0
4,2.5,2720.0,10006.0,2.0,no,fair,9,2720.0,0,29,98074,47.6295,-122.042,2720.0,10759,0
2,1.5,1300.0,1676.0,1.0,no,fair,7,1300.0,0,75,98122,47.6133,-122.308,1260.0,1740,0
4,2.5,2650.0,4644.0,2.0,no,fair,8,2650.0,0,5,98053,47.6945,-122.018,2640.0,5099,0
3,1.75,2660.0,7800.0,1.0,no,good,8,1330.0,1330,67,98117,47.6993,-122.378,1950.0,6240,1
4,2.5,2480.0,4504.0,2.0,no,fair,7,2480.0,0,13,98059,47.4998,-122.15,2950.0,4504,0
4,2.0,2350.0,4815.0,1.5,no,good,7,1450.0,900,104,98103,47.6681,-122.338,1640.0,4013,1
3,2.5,2260.0,5500.0,1.5,no,fair,7,1280.0,980,108,98117,47.681,-122.388,1790.0,5355,1
2,2.5,2130.0,5001.0,1.0,no,excellent,8,1330.0,800,46,98199,47.6573,-122.399,1750.0,6000,1
3,1.75,2360.0,4063.0,1.0,no,excellent,7,1180.0,1180,78,98117,47.6902,-122.382,1660.0,4063,1
3,2.5,2690.0,7000.0,2.0,no,excellent,7,1840.0,850,75,98115,47.6784,-122.277,1800.0,6435,1
4,2.75,3220.0,16145.0,2.0,no,fair,10,3220.0,0,25,98075,47.5786,-121.995,3200.0,12921,0
3,1.75,1660.0,37642.0,1.0,no,good,7,1660.0,0,27,98022,47.2559,-122.007,2070.0,54450,0
3,3.25,3960.0,6132.0,2.0,no,fair,10,2600.0,1360,85,98199,47.6396,-122.409,2730.0,5221,1
2,1.75,1780.0,224769.0,1.0,no,good,8,1780.0,0,42,98038,47.4158,-122.002,2060.0,71560,0
4,2.5,2600.0,11951.0,2.0,no,fair,10,2600.0,0,30,98023,47.3053,-122.34,2820.0,12093,0
4,1.75,1940.0,6909.0,1.0,no,good,7,970.0,970,77,98133,47.7108,-122.352,1460.0,6906,1
6,2.75,3240.0,5750.0,1.0,no,good,6,2160.0,1080,68,98002,47.3054,-122.221,1230.0,5750,1
4,2.5,2980.0,5896.0,2.0,no,fair,8,2980.0,0,17,98053,47.6872,-122.036,2900.0,5712,0
3,2.5,1660.0,7388.0,2.0,no,fair,7,1660.0,0,15,98038,47.3865,-122.027,2240.0,6228,0
2,1.0,1270.0,4500.0,1.5,no,good,7,1270.0,0,99,98122,47.6059,-122.295,2140.0,4550,0
2,2.0,1490.0,713.0,3.0,no,fair,9,1490.0,0,4,98109,47.6356,-122.346,1490.0,1110,0
3,1.0,1690.0,13184.0,1.0,no,good,7,1690.0,0,59,98166,47.476000000000006,-122.343,1130.0,13451,0
3,1.0,1200.0,6120.0,1.0,no,good,7,950.0,250,73,98115,47.6929,-122.287,1550.0,6120,1
4,3.5,3040.0,4006.0,2.0,no,fair,8,2350.0,690,5,98029,47.5439,-122.011,2050.0,4000,1
4,3.75,2400.0,3520.0,1.0,no,fair,7,1370.0,1030,94,98109,47.6295,-122.346,2230.0,1419,1
4,1.5,2020.0,9583.0,2.0,no,good,7,2020.0,0,55,98034,47.7283,-122.238,1770.0,8625,0
5,1.75,1730.0,5200.0,1.0,no,good,7,1050.0,680,40,98042,47.3628,-122.089,1350.0,5200,1
4,1.5,1980.0,3240.0,1.5,no,good,8,1780.0,200,88,98144,47.584,-122.294,2250.0,4000,1
4,2.5,2470.0,385506.0,2.0,no,fair,7,2470.0,0,27,98022,47.2396,-121.993,1680.0,158994,0
4,3.0,2180.0,12196.0,2.0,no,good,7,2180.0,0,50,98027,47.5338,-122.033,1500.0,6534,0
3,2.5,2430.0,5400.0,2.0,no,fair,8,2430.0,0,11,98074,47.6062,-122.057,2640.0,11990,0
4,2.5,2420.0,9147.0,2.0,no,fair,10,2420.0,0,20,98003,47.3221,-122.322,1400.0,7200,0
2,1.0,1670.0,8195.0,1.0,no,fair,7,1670.0,0,64,98033,47.6627,-122.192,1980.0,7500,0
3,2.0,1730.0,38884.0,1.0,no,fair,8,1730.0,0,21,98038,47.4164,-121.951,2130.0,91040,0
3,2.5,2930.0,5641.0,2.0,no,fair,8,2930.0,0,5,98052,47.71,-122.113,3300.0,5641,0
3,2.5,3350.0,7752.0,1.0,no,fair,9,2180.0,1170,9,98008,47.6263,-122.099,2570.0,7988,1
4,3.25,3610.0,4000.0,2.0,no,fair,9,2640.0,970,11,98199,47.658,-122.396,1980.0,4000,1
3,2.75,2500.0,35245.0,1.0,no,fair,7,1580.0,920,18,98042,47.3414,-122.117,2060.0,153766,1
2,1.5,1995.0,115670.0,1.5,no,good,8,1995.0,0,27,98070,47.4022,-122.464,2142.0,29375,0
3,2.0,1300.0,3000.0,2.0,no,fair,7,1300.0,0,32,98115,47.6728,-122.325,1670.0,4500,0
4,1.0,1520.0,80150.0,1.0,no,okay,5,1520.0,0,70,98045,47.4742,-121.769,1740.0,84506,0
4,1.0,1440.0,7215.0,1.5,no,fair,7,1440.0,0,49,98034,47.7133,-122.212,1150.0,7215,0
4,2.0,1200.0,8460.0,1.0,no,excellent,7,1200.0,0,61,98188,47.4413,-122.277,1350.0,8623,0
3,2.0,1580.0,14398.0,1.0,no,fair,7,1080.0,500,37,98005,47.6328,-122.174,1650.0,14407,1
3,2.0,1190.0,10299.0,1.0,no,fair,7,1190.0,0,24,98010,47.31399999999999,-122.0,1700.0,9849,0
2,1.0,1140.0,5650.0,1.0,no,fair,6,980.0,160,98,98116,47.5634,-122.391,1220.0,5700,1
3,1.0,1130.0,7014.0,1.0,no,fair,7,1130.0,0,64,98168,47.4743,-122.274,1440.0,9350,0
3,1.0,1240.0,7500.0,1.0,no,good,7,1240.0,0,42,98074,47.6199,-122.062,1240.0,9750,0
2,1.0,820.0,4320.0,1.0,no,fair,5,820.0,0,81,98106,47.514,-122.359,780.0,7424,0
4,2.5,3920.0,41206.0,2.0,no,good,10,3920.0,0,30,98072,47.7325,-122.132,3780.0,36562,0
3,3.0,2600.0,5238.0,1.5,no,fair,9,1890.0,710,29,98198,47.3448,-122.327,2220.0,4853,1
7,6.75,7480.0,41664.0,2.0,no,fair,10,5080.0,2400,65,98166,47.4643,-122.368,2810.0,33190,1
4,2.25,2380.0,17199.0,2.0,no,fair,8,1530.0,850,39,98028,47.7668,-122.27,2280.0,11529,1
4,2.75,2060.0,7350.0,1.0,no,fair,7,1210.0,850,40,98001,47.3424,-122.275,1940.0,7420,1
3,2.25,3440.0,10628.0,2.0,no,fair,10,3440.0,0,33,98006,47.5647,-122.108,3170.0,11434,0
3,1.75,1370.0,8719.0,1.0,no,fair,7,1370.0,0,36,98042,47.3664,-122.087,1370.0,7525,0
4,1.0,2170.0,12100.0,1.0,no,excellent,7,2170.0,0,57,98033,47.6893,-122.164,1270.0,12844,0
3,1.75,1280.0,3880.0,1.5,no,excellent,7,1280.0,0,102,98117,47.6871,-122.391,980.0,3880,0
3,1.75,2190.0,8000.0,1.0,no,good,8,2190.0,0,51,98023,47.3098,-122.381,1980.0,8000,0
6,2.5,3010.0,17864.0,2.0,no,fair,8,3010.0,0,49,98177,47.7209,-122.372,2560.0,11532,0
4,3.5,2530.0,3000.0,2.0,no,fair,8,1850.0,680,4,98146,47.4919,-122.336,1470.0,6000,1
4,2.0,2760.0,21465.0,1.0,no,good,9,2120.0,640,39,98042,47.3818,-122.165,2550.0,13144,1
4,2.0,2970.0,5400.0,2.5,no,good,9,2970.0,0,118,98112,47.6235,-122.309,2500.0,5040,0
3,2.0,1780.0,8621.0,1.0,no,fair,8,1780.0,0,26,98059,47.5062,-122.149,2470.0,8542,0
2,1.0,1550.0,15250.0,1.5,no,excellent,7,1550.0,0,98,98038,47.407,-122.045,1520.0,34929,0
2,1.0,1120.0,2000.0,1.5,no,fair,7,1120.0,0,108,98109,47.6454,-122.354,1500.0,4000,0
3,2.0,2090.0,15790.0,1.0,no,fair,9,2090.0,0,26,98034,47.7296,-122.199,1820.0,8770,0
3,2.0,1430.0,9583.0,1.0,no,good,7,1430.0,0,54,98034,47.7206,-122.197,1890.0,11100,0
2,2.0,1310.0,2550.0,2.0,no,fair,6,1310.0,0,14,98038,47.3496,-122.022,1310.0,2550,0
3,1.5,1240.0,8738.0,1.0,no,fair,7,1240.0,0,59,98005,47.5849,-122.17,1440.0,9344,0
4,2.0,1440.0,7680.0,1.0,no,fair,7,1200.0,240,47,98034,47.7245,-122.2,1460.0,9660,1
4,2.25,2010.0,19000.0,2.0,no,good,8,2010.0,0,43,98042,47.3734,-122.119,1950.0,19626,0
3,2.0,1820.0,7750.0,1.0,no,fair,8,1820.0,0,26,98023,47.3169,-122.352,2080.0,8084,0
3,2.0,1350.0,8960.0,1.0,no,good,7,1350.0,0,32,98038,47.3614,-122.045,1470.0,8288,0
4,3.5,3040.0,8414.0,2.0,no,fair,9,2420.0,620,8,98059,47.5222,-122.157,3470.0,8066,1
2,1.5,1070.0,1200.0,2.0,no,fair,7,1070.0,0,19,98103,47.697,-122.347,1070.0,1200,0
5,3.25,5600.0,107157.0,2.0,no,fair,10,3440.0,2160,30,98072,47.7341,-122.102,3470.0,75794,1
4,3.0,4260.0,18000.0,2.0,no,fair,10,4260.0,0,18,98040,47.5355,-122.24,3540.0,17015,0
4,2.25,1900.0,10950.0,1.0,no,good,7,1400.0,500,59,98032,47.3582,-122.284,1700.0,11850,1
4,4.25,2360.0,57514.0,2.0,no,good,8,2360.0,0,79,98003,47.2843,-122.294,2037.0,35733,0
3,2.5,1230.0,23522.0,1.0,no,good,7,1230.0,0,40,98059,47.515,-122.162,2340.0,23522,0
5,2.25,2180.0,6000.0,1.0,no,good,8,1430.0,750,52,98007,47.6235,-122.143,2160.0,8800,1
3,2.0,2010.0,4000.0,1.0,no,excellent,7,1210.0,800,103,98103,47.6638,-122.329,1770.0,4000,1
2,2.0,1550.0,2400.0,1.5,no,good,7,1550.0,0,118,98103,47.654,-122.346,1180.0,1224,0
3,1.0,1230.0,9600.0,1.0,no,fair,7,1230.0,0,66,98118,47.5553,-122.288,1510.0,6600,0
5,2.0,3160.0,3990.0,1.5,no,fair,7,1870.0,1290,95,98103,47.654,-122.337,1780.0,4240,1
3,1.75,1730.0,7416.0,1.5,no,fair,7,1730.0,0,64,98133,47.76,-122.349,1390.0,6490,0
2,1.5,1090.0,4013.0,1.5,no,fair,7,1090.0,0,118,98103,47.6652,-122.338,1390.0,4013,0
4,2.5,2740.0,12106.0,1.0,no,fair,8,1980.0,760,26,98133,47.7648,-122.355,2170.0,11156,1
3,1.0,1210.0,7649.0,1.0,no,good,7,1210.0,0,62,98155,47.7693,-122.32,1210.0,6760,0
3,1.0,1250.0,7280.0,1.0,no,fair,7,1250.0,0,53,98001,47.3414,-122.286,1450.0,7350,0
2,1.0,700.0,4700.0,1.0,no,excellent,5,700.0,0,65,98056,47.4953,-122.169,960.0,5200,0
3,1.75,1060.0,7875.0,1.0,no,good,7,1060.0,0,32,98092,47.2761,-122.152,1420.0,7680,0
3,1.5,2700.0,24539.0,2.0,no,fair,7,2120.0,580,41,98019,47.7348,-121.984,1830.0,11000,1
3,2.5,1750.0,22357.0,2.0,no,fair,8,1750.0,0,24,98045,47.4807,-121.779,2430.0,22357,0
3,3.0,1550.0,1608.0,2.0,no,fair,8,1280.0,270,17,98122,47.6042,-122.303,1940.0,1883,1
3,1.0,1530.0,15975.0,1.0,no,fair,7,970.0,560,66,98168,47.4766,-122.326,1540.0,15975,1
3,2.5,1590.0,4242.0,2.0,no,fair,7,1590.0,0,18,98065,47.5309,-121.876,1590.0,3702,0
3,2.5,3040.0,6255.0,2.0,no,fair,7,3040.0,0,19,98030,47.3817,-122.206,2670.0,6259,0
4,2.5,3810.0,7728.0,2.0,no,fair,9,3810.0,0,11,98074,47.5925,-122.058,3290.0,7728,0
4,2.5,1850.0,5040.0,1.0,no,fair,7,1230.0,620,88,98126,47.5386,-122.373,1010.0,5040,1
3,2.75,2370.0,8900.0,1.0,no,good,9,1670.0,700,47,98006,47.5648,-122.156,2840.0,8956,1
3,2.5,2530.0,623779.0,1.0,no,good,8,2530.0,0,38,98038,47.4188,-121.949,2120.0,100623,0
4,1.5,1280.0,5460.0,1.5,no,excellent,7,1080.0,200,98,98118,47.5348,-122.268,1470.0,5934,1
3,1.5,1200.0,9720.0,1.0,no,good,7,1200.0,0,53,98042,47.4225,-122.153,1380.0,10284,0
3,1.75,2040.0,81021.0,1.0,no,fair,8,2040.0,0,38,98053,47.6536,-122.045,2260.0,39280,0
3,2.0,1310.0,8440.0,1.0,no,excellent,6,1310.0,0,67,98178,47.5003,-122.269,1790.0,10775,0
3,1.5,1740.0,6988.0,1.0,no,fair,7,1600.0,140,68,98133,47.7211,-122.33,1650.0,7500,1
4,3.5,4370.0,8510.0,2.0,no,fair,10,3610.0,760,15,98004,47.5876,-122.204,2960.0,10347,1
2,2.5,2170.0,7665.0,1.0,no,fair,8,2170.0,0,5,98053,47.7112,-122.019,2300.0,7100,0
3,2.25,2100.0,8276.0,2.0,no,good,8,2100.0,0,39,98008,47.6068,-122.112,2420.0,18135,0
3,2.5,1810.0,7210.0,1.0,no,excellent,7,1210.0,600,50,98059,47.5067,-122.163,1770.0,7210,1
5,2.75,2860.0,5280.0,2.0,no,fair,9,2860.0,0,12,98052,47.707,-122.102,3150.0,6442,0
2,1.0,840.0,12750.0,1.0,no,fair,6,840.0,0,93,98055,47.484,-122.211,1480.0,6969,0
4,2.5,2770.0,21806.0,2.0,no,fair,9,2770.0,0,27,98045,47.4815,-121.768,2500.0,21656,0
4,2.0,2120.0,9442.0,1.0,no,excellent,7,1060.0,1060,50,98011,47.7675,-122.226,1290.0,9600,1
2,2.5,2270.0,1763.0,3.0,no,fair,7,1820.0,450,9,98052,47.6757,-122.121,2180.0,1763,1
3,2.0,1690.0,16061.0,1.0,no,fair,7,1690.0,0,34,98074,47.6359,-122.035,1280.0,12436,0
4,3.0,3350.0,23781.0,1.0,no,good,9,2020.0,1330,39,98006,47.56,-122.132,2870.0,12036,1
5,2.75,2040.0,7488.0,1.0,no,good,7,1200.0,840,49,98034,47.7289,-122.172,1530.0,7488,1
3,1.5,1260.0,5758.0,2.0,no,fair,7,1260.0,0,19,98006,47.5524,-122.139,3090.0,10142,0
3,2.0,1870.0,3388.0,1.0,no,good,8,1230.0,640,93,98199,47.6372,-122.395,1780.0,4050,1
3,2.5,1650.0,5683.0,2.0,no,fair,7,1650.0,0,15,98053,47.683,-122.035,1650.0,4193,0
2,1.5,880.0,1498.0,2.0,no,fair,7,880.0,0,19,98133,47.7063,-122.342,880.0,5060,0
3,1.0,1250.0,9774.0,1.0,no,good,7,1250.0,0,49,98003,47.3343,-122.306,1280.0,8850,0
3,2.5,2080.0,4307.0,2.0,no,fair,7,2080.0,0,14,98065,47.53,-121.848,2080.0,4947,0
3,1.75,1170.0,4000.0,1.0,no,fair,6,720.0,450,75,98106,47.5306,-122.354,1130.0,4000,1
3,2.0,1760.0,4046.0,1.0,no,fair,7,960.0,800,87,98117,47.6876,-122.381,1500.0,4046,1
4,2.5,2050.0,8094.0,1.0,no,fair,8,1050.0,1000,42,98052,47.6614,-122.138,1990.0,9020,1
4,1.5,1650.0,2970.0,1.5,no,fair,7,1650.0,0,115,98102,47.6233,-122.319,1670.0,2970,0
